,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
959,272,01E2P5F32GDKRX84JSYK64ERP6,unknowntoken,woman jewelry ring unknown name detail dtype object,mr york monk strap shoe,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
960,288,01E5ZYC4ZSZWDG441VNYTZBP63,bolt print strike cropped tee designed vintage feel love broken day one wearing,saks beauty place color foundation finish unknown name detail dtype object,bolt crop tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
961,289,01E604Y6RE4ZNMF27H1AN22YMY,done take loose straight leg jean recreates whole new generation high waist pair made nonstretch cotton denim,home hi tech hg olddnu dining entertaining din unknown name detail dtype object,original high waist loose jean,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
962,290,01E6032YYZVTGJTF422R4VGRHQ,based wrap dress found done design team polka dot jacquard mini rock era puffy padded shoulder without looking retro,men store apparel denim slim men store unknown name detail dtype object,polka dot long sleeve silk faux wrap minidress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
963,291,01E601J8JQ3C3NNRCR63ARTA81,super comfortable hand sewn los angeles sweat gone intense breaking process give vintage feel love,jewelry accessory fine jewelry ring jewelry ac unknown name detail dtype object,stripe sweatpants,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
964,292,01E6046HTFGKMWWFQJ61Z723F6,known repurposing vintage denim heavily faded lack stretch done made jean offer dark shade comfy fit desire,woman clothing pant unknown name detail dtype object,original power stretch high waist ankle skinny jean,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
965,293,01E5ZZJR7JE30AEBDYECABG4QE,color pop rainbow keep thing cheery slightly oversized tee soft cotton blend,men store apparel activewear men store unknown name detail dtype object,big rainbow boyfriend tee,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
966,294,01E5ZY9D04W6WXGZGW9EC0ENJN,signature bolt embroidery colorful side stripe jolt hand sewn sweatshirt undergoes intense breaking process give vintage feel,woman clothing top unknown name detail dtype object,bolt crop sweatshirt,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
967,295,01E5ZZKZ7T8DMDV5E4BYVGTKEE,delicate goldtone chain join almond toe vamp stretchy slingback strap lending light airy look handmade pump,men store saks exclusive men store app unknown name detail dtype object,gabriella leopard print slingback pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
968,296,01E602DKBV4J5J8WQGW4ES3T4Z,faceted block heel enhances sharp geometric line square toe sandal designed take seamlessly casual day sophisticated evening look,men store apparel outerwear lightweight jacket unknown name detail dtype object,tanya snake embossed strappy square toe sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
969,297,01E5ZV1QPXJX6XMWPZASYY7KJT,clear tortoiseshell strap add jauntily chic look square toe sandal lifted sculptural wrapped heel,kid baby month infant boy footies rompe unknown name detail dtype object,juju clear tortoiseshell strap sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
970,298,01E600MSMXM49NTC8XNR8BJ7Q6,gathering pointy toe detail ultra chic sophisticated flat secured svelte slingback strap counter,jewelry accessory watch contemporary unknown name detail dtype object,pointed toe flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
971,299,01E6060SD4D3D6MP15A66AY86E,sure reach wardrobe staple status square toe bootie handmade italian leather streamlined design low covered heel,kid boy toddler boy bottom kid unknown name detail dtype object,este bootie,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
972,300,01E604ZRVHSDSD886HVB9N44SZ,golden cord join vamp stretchy slingback strap lending light airy look smart snake embossed pump setback heel,unknown unknown name detail dtype object,gabriella snake embossed slingback pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
973,301,01E605RP9T2DXH3HSXY4322V90,notched side update striking ankle boot done wildly patterned genuine calf hair,woman featured black shop unknown name detail dtype object,genuine calf hair ankle boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
974,332,01E2P15Y9Z0W5KJRJZPBNBMZ23,mixed finish strap crisscross well cushioned slide outlined tiny metal stud footbed,men store shoe sneaker low top unknown name detail dtype object,source slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
975,333,01E5ZRVGH33E3GMX7D2412WETP,little white dress back new party season flirty flounced cut floral embroidered cotton wrap styling sweet puff sleeve,jewelry accessory sunglass reader oversized unknown name detail dtype object,symphony wrap minidress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
976,334,01E5ZW6PGHP7HP0QB5ZMKAAEQ1,covered geometric tiling silky dress cut low neck fastened loosely tie smocked skirt hug hip flattering style,men store apparel pant sweatpants jogger unknown name detail dtype object,hedi tile print long sleeve minidress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
977,335,01E601T1PQCX67SN11KJNBA07F,beautifully detailed wrapped perfection one shoulder mini perfect dress bring next tropical getaway,kid shoe girl unknown name detail dtype object,coraline one shoulder minidress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
978,336,01E605B7Z7GTGBG0N32ZW5ZVY1,tie dyed hand los angeles cropped sweatshirt made heavyweight cotton french terry uniquely cool,jewelry accessory sunglass reader aviator unknown name detail dtype object,milan tie dye crop sweatshirt,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
979,337,01E6046CM30NFZ911KZ1G69YYS,embroidered geo pattern brings modern style flattering eyelet wrap dress cinched side cuff drapey tie,jewelry accessory watch fine jewelry unknown name detail dtype object,callie geo print wrap dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
980,338,01E603WRN25R6RG30618ZVSD6P,la based label latest crop elevated staple drawstring waist jogger sporty zip hem crafted well weighted cotton french terry,jewelry accessory sunglass reader cateye unknown name detail dtype object,milan zip ankle jogger pant,unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0
981,339,01E6018G28KBBN34B7GX6H634H,dress like newly discovered grecian goddess drapey dress designed halter neck finished ripple asymmetrical style,men store apparel sweater sweatshirt sweat unknown name detail dtype object,calypso halter neck midi dress,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
982,340,01E603W04E6PGJ7H724RKWBY8S,pure sophistication occasion lightweight woven minidress feature waist sculpting wrap styling kimono inspired bodice dramatic sleeve,saks beauty place color foundation blush unknown name detail dtype object,voyager wrap minidress,unknown,0.0,1.0,0.0,0.0,0.0,0.0,0.0
983,341,01E600014M86BM7XP004F1A78V,asymmetrical styling look good long sleeve maxi made modern angled draping sleek cutout dramatic side slit,home hi tech hg olddnu kitchen small appliance unknown name detail dtype object,sabine long sleeve maxi dress,unknown,0.0,0.0,1.0,1.0,0.0,0.0,0.0
984,343,01E5E416PC1MR1Z9SWJR08529S,unknowntoken,jewelry accessory watch watch band j unknown name detail dtype object,cotton basic tee,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
985,344,01E5E40AW7F0539R20G0KSR8VP,unknowntoken,saks beauty place fragrance old fragrance unknown name detail dtype object,sweater coat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
986,348,01E2C4XZC31KK0R12Q1BCZT25K,silky dress tied strap one hip dip low back daring angular silhouette reflects cult gaia sculptural aesthetic,saks beauty place color lip lipstick sak unknown name detail dtype object,delilah asymmetrical cotton linen dress,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
987,350,01E2C4YE77ZBPX7FVK28XKZYZN,simply gorgeous iconic pointy toe pump plush suede feature low cut topline slender stiletto heel,kid girl toddler girl top kid unknown name detail dtype object,bb pointy toe pump,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
988,351,01E2C4Y8VAGDXFJFFFPVT9BN4J,wide hem topstitched back pocket sweeping cut work together produce pair jean let get groove,kid shoe girl kid shoe boy unknown name detail dtype object,mankind modern dojo wide leg jean,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
989,352,01E2GPRE3YT2SX99M34NTKSVGW,unknowntoken,home hi tech home woman clothing dress name detail dtype object,charlotte floral print cotton dress,woman clothing dress,0.0,0.0,1.0,1.0,0.0,1.0,0.0
990,354,01E2C4ZFSR3YEEEJVPFAQWF79Y,block heel elevates sleek bootie made aquatalia signature weatherproof finish keep looking fresh matter forecast,saks beauty place color lip lipstick unknown name detail dtype object,florita weatherproof bootie,unknown,1.0,0.0,1.0,0.0,0.0,1.0,0.0
991,356,01E2C4XTP7JXPA5SJ0VJMCE4T5,essential white blouse set tonal stripe also includes optional ruffled scarf tie let decide ootd need extra flourish,saks beauty place color lip liner unknown name detail dtype object,textured stripe removable tie neck blouse,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
992,359,01E2C4YQKE1334Q09FV6W6SK16,tonal embroidery add subtle texture woven cotton top complete ruffled sleeve square neck,men store apparel dress shirt unknown name detail dtype object,eyelet border top,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
993,361,01E2ERS99G4P09QH5Q46Y083RG,perfectly messy knot cinch upper mule made strap breezy cotton linen mix towering half moon heel bringing dramatic lift,jewelry accessory fine jewelry necklace unknown name detail dtype object,loulou knot mule,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
994,368,01E2C4Z15NVCY4479TW0WTCTKH,fully feminine frock cut textured satin irregular polka dot print new desk dinner fave,men store apparel outerwear leather shearling unknown name detail dtype object,dede polka dot midi dress,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
995,409,01E6034B05K0SFYX3DSJNTTPZP,polished chain cross pointed toe versatile slip cut supple leather suede must mule silhouette,men store apparel short unknown name detail dtype object,juvenile mule,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
996,410,01E606BS8CB7WMQMHK4TCNRFJ5,round buckle look like shaped bamboo brings tropical finish crisscross sandal set towering sculpted heel,men store apparel sportscoats blazer unknown name detail dtype object,vineyard sandal,unknown,0.0,1.0,0.0,1.0,0.0,1.0,0.0
997,411,01E2P5EFX702SC18KXV5CQ1XSM,laddered strap twist one side show shimmery metallic reverse squared slide sandal lifted slim heel,men store apparel pant casual unknown name detail dtype object,vocal slide sandal,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
998,412,01E5ZS8G20W4BSTS2FFPZ0KGB4,soft tonal feather trace angled strap pointed toe pump lofted slim tapered heel,kid boy toddler boy top kid b unknown name detail dtype object,attract feather embellished pump,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
999,413,01E5ZVAKFWZR4KKTWTQ1KWYKYG,classic reason pump brings polished finish look pointy toe silhouette skinny heel,men store apparel outerwear denim jacket unknown name detail dtype object,vibe pump,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1000,414,01E2P8H7GAE3Y60JQVVAZ0NT27,raffia shell stitching trace flat footbed toe loop sandal easygoing warm weather staple,men store accessory tie pocket square tie unknown name detail dtype object,session slide sandal,unknown,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1001,421,01E5ZWN164D3QJCF32MJBA9ZSZ,puff sleeve ruffled trim add sweet style floral minidress smocked bodice closer fit,men store apparel pant casual unknown name detail dtype object,floral print smocked minidress,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1002,422,01E606EHC3TQEXWVXPSSN9XY8E,silk enhanced ribbed knit make cleverly crafted top comfortable chic easy way stylishly top apr workout look,men store apparel polo tee polo unknown name detail dtype object,v wrap knit top,unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1003,423,01E5ZZTH7TDATRQ34ZXEBKXDJ3,comfy workout hoodie styled slouchy dropped shoulder longline cut cozy kangaroo pocket,lingerie camisole chemise slip unknown name detail dtype object,oversize hoodie,unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1004,448,01E2P5J06VWMBKKGRDMY8X74PW,statement block heel add interest cutout slide sandal built comfort well cushioned footbed,kid shoe baby month baby girl kid unknown name detail dtype object,chello slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1005,449,01E2KX4WC9YTMGX0RZN08HMX8B,painterly flower sweet spring hue pattern midi length line dress framed gently shirred three quarter sleeve,men store apparel sportscoats blazer unknown name detail dtype object,maud floral midi dress,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1006,450,01E601HZNN849ARM0HJR43JFDT,silvertone hardware highlight western style square toe boot grounded chunky stacked heel,men store apparel casual button shirt unknown name detail dtype object,polo western boot,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1007,452,01E2P8KTJNBHDKGV5PDBSN5HRS,block heel modern print lift day night sandal styled mix strap contemporary twist,jewelry accessory watch watch band j unknown name detail dtype object,clay sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1008,459,01E2P0XHBSAJJQZRMW1VKG2QH5,pair knotted strap bridge upper sunny day sandal perched blocky wrapped heel,men store shoe slide unknown name detail dtype object,nolita tie strap sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1009,460,01E2M06GCZBEK9NH9WHHNNE93Y,orsay silhouette call attention chic pointy toe flat set atop barely square heel,jewelry accessory accessory fur fur trimmed unknown name detail dtype object,vince camto cruiz orsay flat,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1010,462,01E2P3QE40BJ1J29V2D0HZFZ41,square toe snake embossed cap brings trend savvy style clean lined italian leather bootie set sleek heel flat profile,kid boy toddler boy bottom kid unknown name detail dtype object,belle snake embossed square toe bootie,unknown,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1011,467,01E2P4DWCN1YNRMV92DFX6WR4G,street meet sweet leather sneaker nicely wrapped alexandre birman signature knotted bow genuine python,jewelry accessory sunglass reader cateye unknown name detail dtype object,clarita jungle genuine python bow sneaker,unknown,1.0,1.0,1.0,0.0,0.0,1.0,0.0
1012,468,01E2P4T33X0QZ8NB1DVDKEM0VD,alexandre birman iconic shoe knotted tie sandal gleaming snakeskin manages look minimalist yet incredibly ladylike,men store apparel swimwear unknown name detail dtype object,clarita fab genuine snakeskin ankle tie sandal,unknown,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1013,469,01E2P4FCYHDWSFR19V59R3VXP5,pyramid knot crown toe minimalist suede sandal lofted towering demi block heel tied smartly front ankle,kid shoe boy kid special occasio unknown name detail dtype object,clarita knotted sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1014,470,01E2P4W81EBKHGMYWF0A3XE0V5,alexandre birman iconic shoe knotted tie sandal goatskin leather manages look minimalist yet incredibly ladylike,men store apparel outerwear bomber varsity unknown name detail dtype object,clarita ankle tie sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1015,471,01E2P0EJHAA5BDXWT111Z4RPED,trio knotted strap bridge upper slide sandal crafted gleaming snakeskin,saks beauty place color foundation liquid unknown name detail dtype object,lolita slide sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1016,472,01E2P1N1XC4EVPXA0T3VTB2RAE,easy elegant ankle tie top minimalist sandal crafted smooth supple kidskin perched atop slim stiletto heel,men store apparel outerwear peacoat overcoa unknown name detail dtype object,clarita ankle tie sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1017,473,01E2P0QJTXEWT2710QT46RFM45,slim leather strap knotted toe sleek leather sandal lofted tall heel secured svelte strap,kid girl girl outerwear unknown name detail dtype object,vicky sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1018,474,01E2P3RZ7V26P7NX3S0XWRE2WZ,slender rolled strap knotted vamp versatile ankle strap sandal lifted bold wrapped heel,men store apparel denim skinny men store unknown name detail dtype object,chiara knot ankle strap sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1019,475,01E2P1Q16X9938X5FRKM4JSQAN,block heel sandal bow wrapped strap exemplifies brazilian designer feminine aesthetic put focus pretty foot,kid girl toddler girl dress k unknown name detail dtype object,clarita strap sandal,unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1020,476,01E2P1ZJKG602HZ2BRS4SA3HPW,slender rolled strap knotted toe versatile ankle strap sandal lifted blocky cork heel,men store apparel sportscoats blazer unknown name detail dtype object,chiara cork ankle strap sandal,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1021,477,01E5ZTG13MPZPPQ6WY57SD3VDB,suede wrapped platform big brushed buckle bring outsize attitude slide sandal designed elevate everyday look,home hi tech hg olddnu dining entertaining tab unknown name detail dtype object,coaster platform slide sandal,unknown,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1022,485,01E2P3TFXVZPVTNG06PMS3JSGJ,notched loafer topline completes pointy toe flat right touch finesse,saks beauty place color foundation concealer unknown name detail dtype object,sarto franco sarto topaz flat,unknown,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1023,486,01E2P39VVEJT23XZ5ZGMXXT41A,ropy espadrillle inspired braiding wrap wedge platform ankle strap sandal outlined raffia whipstitching,kid baby month keepsake gift unknown name detail dtype object,global wedge sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1024,487,01E2P2DXQ8JB0YVC97F5T6YM1K,revamped version best selling lace sandal minimalist toe ring delicate cord strap well easy slip styling,kid baby month infant girl footies romper unknown name detail dtype object,susan slide sandal,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1025,488,01E223EARRX7WB9YT6E1D9BWND,imagine muse impressionist painter slip dreamy silk blouse dappled pastel palette,jewelry accessory accessory wrap scarf ev unknown name detail dtype object,willow pleated long sleeve silk top,unknown,0.0,0.0,1.0,1.0,0.0,1.0,0.0
