,index,product_id,description,details,name,brand_category,attribute_name,attribute_value
72207,42132,01DT50S3HQCKVH9NSXVDA7WW3S,olive green mohair blend slip mohair acrylic hand wash dry clean designer color sap imported,clothing knitwear heavy knit,nicholas ribbed mohair blend turtleneck sweater,clothing knitwear heavy knit,category,sweater
72255,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72256,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72257,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72286,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72289,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72299,42133,01DSE8Z2ZDAZKZ2SKCS1E3B3HK,everything love original madison modern loafer silhouette wear hour day thanks flexible leather injected insole heel stability comfort pod sole skid resistant outsole flexible leather upper accent strap embossed croc effect leather breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,madison hour loafer pump,unknown,category,shoe
72316,42134,01DT50PZ3D0RXNZFDSGTWMVXZW,black white cotton jersey slip cotton machine wash imported,clothing top shirt,boy striped cotton jersey shirt,clothing top shirt,category,top
72343,42134,01DT50PZ3D0RXNZFDSGTWMVXZW,black white cotton jersey slip cotton machine wash imported,clothing top shirt,boy striped cotton jersey shirt,clothing top shirt,category,top
72351,42135,01DT0BXSF9M1S72082BVYZRTYV,come quality color one cashmere quite like best selling crazy soft sweater result year expertise obsessing fit durability handfeel season dreamed coziest thing could think cashmere jogger match back new equally soft cashmere hoodie honor future fiber proud join sustainable fibre alliance sfa international nonprofit working create sustainable cashmere supply chain first u member supporting effort ensure animal welfare advocate herding community restore grassland reduce cashmere environmental footprint learn sustainablefibre org,sweatshirt sweatpants,jogger everyday cashmere,sweatshirt sweatpants,category,bottom
72352,42135,01DT0BXSF9M1S72082BVYZRTYV,come quality color one cashmere quite like best selling crazy soft sweater result year expertise obsessing fit durability handfeel season dreamed coziest thing could think cashmere jogger match back new equally soft cashmere hoodie honor future fiber proud join sustainable fibre alliance sfa international nonprofit working create sustainable cashmere supply chain first u member supporting effort ensure animal welfare advocate herding community restore grassland reduce cashmere environmental footprint learn sustainablefibre org,sweatshirt sweatpants,jogger everyday cashmere,sweatshirt sweatpants,category,bottom
72371,42135,01DT0BXSF9M1S72082BVYZRTYV,come quality color one cashmere quite like best selling crazy soft sweater result year expertise obsessing fit durability handfeel season dreamed coziest thing could think cashmere jogger match back new equally soft cashmere hoodie honor future fiber proud join sustainable fibre alliance sfa international nonprofit working create sustainable cashmere supply chain first u member supporting effort ensure animal welfare advocate herding community restore grassland reduce cashmere environmental footprint learn sustainablefibre org,sweatshirt sweatpants,jogger everyday cashmere,sweatshirt sweatpants,category,bottom
72392,42135,01DT0BXSF9M1S72082BVYZRTYV,come quality color one cashmere quite like best selling crazy soft sweater result year expertise obsessing fit durability handfeel season dreamed coziest thing could think cashmere jogger match back new equally soft cashmere hoodie honor future fiber proud join sustainable fibre alliance sfa international nonprofit working create sustainable cashmere supply chain first u member supporting effort ensure animal welfare advocate herding community restore grassland reduce cashmere environmental footprint learn sustainablefibre org,sweatshirt sweatpants,jogger everyday cashmere,sweatshirt sweatpants,category,bottom
72413,42137,01DT50P6T778PTSCE2MHZFAJD9,black shell stretch polyamide pull polyamide elastane machine wash dry clean,sport gym cross train short,shell short,sport gym cross train short,category,bottom
72422,42137,01DT50P6T778PTSCE2MHZFAJD9,black shell stretch polyamide pull polyamide elastane machine wash dry clean,sport gym cross train short,shell short,sport gym cross train short,category,bottom
72442,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72443,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72444,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72445,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72446,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72447,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72448,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72449,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
72450,42138,01DT0DKMM6G7HDJS12QCWK5X4H,signature leather saddle bag tassel trim exudes modern bohemian allure,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,small marcie leather saddle bag,handbag handbag shoulder bags old apparel accessories handbags shoes handbag handbag mini bags handbag handbag crossbody bags handbag new popular best sellers handbag best sellers giftsjsholiday holiday gift guide gifts for hersaks handbag handbag saddle bags handbag new popular iconic bags,category,accessory
